auth_no,name,animal_type,latitude,longitude,digester,total,milking,other,type,enteric_methane,manure_methane,total_methane,labeltext
TXG920627,J & R Feedlot,CATTLE (BEEF) - 10000,26.511406,-98.748199,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>J & R Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG920634,SD Farms,6600 TOTAL DAIRY CATTLE OF WHICH 3900 ARE MILKING DAIRY CATTLE,34.521111,-102.78916,FALSE,6600,3900,2700,Dairy,711,251.1,962,<b>Name: </b>SD Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>962 metric tons
TXG920636,Humphrey And Humphrey Dairy,1200 TOTAL DAIRY CATTLE OF WHICH 800 ARE MILKING DAIRY CATTLE,33.069722,-95.504444,FALSE,1200,800,400,Dairy,136,60,196,<b>Name: </b>Humphrey And Humphrey Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>196 metric tons
TXG920637,Opitz Dairy,1485 TOTAL DAIRY CATTLE OF WHICH 1485 ARE MILKING DAIRY CATTLE,32.477333,-95.863388,FALSE,1485,1485,0,Dairy,204.93,109.89,315,<b>Name: </b>Opitz Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>315 metric tons
TXG920639,Arroyo Seco 2,60000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.07,-101.7625,FALSE,60000,0,60000,Other,3840,120,3960,"<b>Name: </b>Arroyo Seco 2</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,960 metric tons"
TXG920645,Oppliger Feedyard Sunnyside,CATTLE (BEEF) - 45000,34.339166,-102.30416,FALSE,45000,0,45000,Other,2880,90,2970,"<b>Name: </b>Oppliger Feedyard Sunnyside</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,970 metric tons"
TXG920701,Azua Dairy,400 TOTAL DAIRY CATTLE OF WHICH 400 ARE MILKING DAIRY CATTLE,32.262,-98.4025,FALSE,400,400,0,Dairy,55.2,29.6,85,<b>Name: </b>Azua Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>85 metric tons
TXG920702,Irlbeck Feedyard,CATTLE (BEEF) - 6000,35.07,-101.98,FALSE,6000,0,6000,Other,384,6,390,<b>Name: </b>Irlbeck Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>390 metric tons
TXG920715,Dalhart Jersey Ranch,40000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,36.080833,-102.77638,FALSE,40000,0,40000,Other,2560,40,2600,"<b>Name: </b>Dalhart Jersey Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,600 metric tons"
TXG920736,145 Ranch,20000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.377222,-102.89833,FALSE,20000,0,20000,Other,1280,40,1320,"<b>Name: </b>145 Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,320 metric tons"
TXG920755,S-Cow-10 Dairy,995 TOTAL DAIRY CATTLE OF WHICH 995 ARE MILKING DAIRY CATTLE,32.147777,-97.995833,FALSE,995,995,0,Dairy,137.31,73.63,211,<b>Name: </b>S-Cow-10 Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>211 metric tons
TXG920759,Skyward Dairy,8000 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,35.963333,-102.39777,FALSE,8000,4000,4000,Dairy,808,224,1032,"<b>Name: </b>Skyward Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,032 metric tons"
TXG920811,R & P Feedyard,CATTLE (BEEF) - 6000,32.712222,-102.41,FALSE,6000,0,6000,Other,384,12,396,<b>Name: </b>R & P Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons
TXG920815,R&D Dairy,699 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,32.3525,-97.533333,FALSE,699,699,0,Dairy,96.462,54.522,151,<b>Name: </b>R&D Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>151 metric tons
TXG920820,Guess Calf Ranch,25500 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.693611,-102.36222,FALSE,25500,0,25500,Other,1632,51,1683,"<b>Name: </b>Guess Calf Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,683 metric tons"
TXG920823,Lightning Bar Feedyard,CATTLE (BEEF) - 8000,34.510555,-102.27277,FALSE,8000,0,8000,Other,512,16,528,<b>Name: </b>Lightning Bar Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>528 metric tons
TXG920831,Vanderham Dairy II,21700 TOTAL DAIRY CATTLE OF WHICH 9300 ARE MILKING DAIRY CATTLE,34.348333,-102.14861,FALSE,21700,9300,12400,Dairy,2077,610.7,2688,"<b>Name: </b>Vanderham Dairy II</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,688 metric tons"
TXG920840,Deer Creek Feeding,188000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,36.233333,-102.54111,FALSE,188000,0,188000,Other,12032,188,12220,"<b>Name: </b>Deer Creek Feeding</br><b>Type: </b>Other</br><b>Methane emissions: </b>12,220 metric tons"
TXG920841,Reid Feeders,CATTLE (BEEF) - 8000,36.022222,-101.51222,FALSE,8000,0,8000,Other,512,8,520,<b>Name: </b>Reid Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>520 metric tons
TXG920844,Tascosa Feedyard,CATTLE (BEEF) - 37500,35.176666,-102.09972,FALSE,37500,0,37500,Other,2400,37.5,2438,"<b>Name: </b>Tascosa Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,438 metric tons"
TXG920848,County Line Dairy,4000 TOTAL DAIRY CATTLE OF WHICH 3200 ARE MILKING DAIRY CATTLE,34.251388,-102.63111,FALSE,4000,3200,800,Dairy,492.8,203.2,696,<b>Name: </b>County Line Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>696 metric tons
TXG920863,Bobby & Robin Middleton Dairy,670 TOTAL DAIRY CATTLE OF WHICH 620 ARE MILKING DAIRY CATTLE,32.953333,-95.788333,FALSE,670,620,50,Dairy,88.76,45.98,135,<b>Name: </b>Bobby & Robin Middleton Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>135 metric tons
TXG920866,E & M Dairy,4800 TOTAL DAIRY CATTLE OF WHICH 2600 ARE MILKING DAIRY CATTLE,34.5175,-102.36361,FALSE,4800,2600,2200,Dairy,499.6,168.2,668,<b>Name: </b>E & M Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>668 metric tons
TXG920874,Seminole Growers,CATTLE (BEEF) - 35000,32.750833,-103.00833,FALSE,35000,0,35000,Other,2240,70,2310,"<b>Name: </b>Seminole Growers</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,310 metric tons"
TXG920878,Skiles Feedyard,35000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,36.1,-102.25,FALSE,35000,0,35000,Other,2240,35,2275,"<b>Name: </b>Skiles Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,275 metric tons"
TXG920886,Haakma Dairy,6800 TOTAL DAIRY CATTLE OF WHICH 3400 ARE MILKING DAIRY CATTLE,34.33032,-102.92676,FALSE,6800,3400,3400,Dairy,686.8,221,908,<b>Name: </b>Haakma Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>908 metric tons
TXG920893,New Benninger Dairy,1798 TOTAL DAIRY CATTLE OF WHICH 1798 ARE MILKING DAIRY CATTLE,33.363333,-94.688333,FALSE,1798,1798,0,Dairy,248.124,127.658,376,<b>Name: </b>New Benninger Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>376 metric tons
TXG920917,Springlake Feedyard,CATTLE (BEEF) - 10000,34.234444,-102.498888,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>Springlake Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG920928,Wildcat Calf Ranch,4185 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.881916,-98.501722,FALSE,4185,0,4185,Other,267.84,8.37,276,<b>Name: </b>Wildcat Calf Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>276 metric tons
TXG920935,Lone Star Calf Ranch,105000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.891944,-102.31222,FALSE,105000,0,105000,Other,6720,210,6930,"<b>Name: </b>Lone Star Calf Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>6,930 metric tons"
TXG920945,Loma Vista Dairy,2000 TOTAL DAIRY CATTLE OF WHICH 1400 ARE MILKING DAIRY CATTLE,31.235555,-105.78694,FALSE,2000,1400,600,Dairy,231.6,104.8,336,<b>Name: </b>Loma Vista Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>336 metric tons
TXG920957,Sunrise Farms,CATTLE (BEEF) - 5000,34.551666,-102.07833,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Sunrise Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG920959,JT Cattle,CATTLE (BEEF) - 10000,34.646111,-102.87222,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>JT Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG920961,Troy Allcorn Cattle,CATTLE (BEEF) - 5000,34.203611,-102.26027,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Troy Allcorn Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG920982,Sunset Heifer Ranch,1485 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,32.226388,-98.372777,FALSE,1485,0,1485,Other,95.04,2.97,98,<b>Name: </b>Sunset Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>98 metric tons
TXG920985,Full Circle Jerseys,12000 TOTAL DAIRY CATTLE OF WHICH 5200 ARE MILKING DAIRY CATTLE,36.13436,-102.53099,FALSE,12000,5200,6800,Dairy,1152.8,292.8,1446,"<b>Name: </b>Full Circle Jerseys</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,446 metric tons"
TXG920999,Harris Dairy Farm,2500 TOTAL DAIRY CATTLE OF WHICH 1000 ARE MILKING DAIRY CATTLE,32.051944,-98.960555,FALSE,2500,1000,1500,Dairy,234,68,302,<b>Name: </b>Harris Dairy Farm</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>302 metric tons
TXG921002,Plainview Feeders II,CATTLE (BEEF) - 27000,34.271388,-101.81972,FALSE,27000,0,27000,Other,1728,54,1782,"<b>Name: </b>Plainview Feeders II</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,782 metric tons"
TXG921016,A Tex Dairy,15520 TOTAL DAIRY CATTLE OF WHICH 5000 ARE MILKING DAIRY CATTLE,34.525833,-102.67888,FALSE,15520,5000,10520,Dairy,1363.28,336.04,1699,"<b>Name: </b>A Tex Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,699 metric tons"
TXG921032,South Fork Dairy,32000 TOTAL DAIRY CATTLE OF WHICH 20000 ARE MILKING DAIRY CATTLE,34.40177,-102.2687,FALSE,32000,20000,12000,Dairy,3528,1284,4812,"<b>Name: </b>South Fork Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>4,812 metric tons"
TXG921045,Ab Ranch II,CATTLE (BEEF) - 5000,32.31795,-98.391178,FALSE,5000,0,5000,Other,320,10,330,<b>Name: </b>Ab Ranch II</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921063,Wilhite Cattle,CATTLE (BEEF) - 4000,34.849444,-102.329166,FALSE,4000,0,4000,Other,256,8,264,<b>Name: </b>Wilhite Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>264 metric tons
TXG921074,F Troop Feeders,CATTLE (BEEF) - 67500,35.053333,-102.316666,FALSE,67500,0,67500,Other,4320,135,4455,"<b>Name: </b>F Troop Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>4,455 metric tons"
TXG921080,Caprock Dairy,11100 TOTAL DAIRY CATTLE OF WHICH 7500 ARE MILKING DAIRY CATTLE,34.284166,-102.601944,FALSE,11100,7500,3600,Dairy,1265.4,479.7,1745,"<b>Name: </b>Caprock Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,745 metric tons"
TXG921081,Westside Dairy,4480 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,33.24489,-102.41638,FALSE,4480,4000,480,Dairy,582.72,296.96,880,<b>Name: </b>Westside Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>880 metric tons
TXG921083,North Fork Feedyard,CATTLE (BEEF) - 45000,34.416388,-102.244444,FALSE,45000,0,45000,Other,2880,90,2970,"<b>Name: </b>North Fork Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,970 metric tons"
TXG921092,Dean Cluck Feedyard,CATTLE (BEEF) - 50000,36.177777,-101.680833,FALSE,50000,0,50000,Other,3200,50,3250,"<b>Name: </b>Dean Cluck Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,250 metric tons"
TXG921095,D & J Dairy,36000 TOTAL DAIRY CATTLE OF WHICH 13500 ARE MILKING DAIRY CATTLE,34.965555,-102.5,FALSE,36000,13500,22500,Dairy,3303,895.5,4198,"<b>Name: </b>D & J Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>4,198 metric tons"
TXG921096,Amigos Beef Cattle,CATTLE (BEEF) - 13500,27.966666,-97.668333,FALSE,13500,0,13500,Other,864,27,891,<b>Name: </b>Amigos Beef Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>891 metric tons
TXG921101,Star Dairy,2000 TOTAL DAIRY CATTLE OF WHICH 2000 ARE MILKING DAIRY CATTLE,33.534722,-95.484444,FALSE,2000,2000,0,Dairy,276,142,418,<b>Name: </b>Star Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>418 metric tons
TXG921106,Daisy Farms Dairy,24100 TOTAL DAIRY CATTLE OF WHICH 9600 ARE MILKING DAIRY CATTLE,33.573333,-95.587777,FALSE,24100,9600,14500,Dairy,2252.8,710.6,2963,"<b>Name: </b>Daisy Farms Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,963 metric tons"
TXG921109,Lone Oak,CATTLE (BEEF) - 2699,32.171666,-98.220555,FALSE,2699,0,2699,Other,172.736,5.398,178,<b>Name: </b>Lone Oak</br><b>Type: </b>Other</br><b>Methane emissions: </b>178 metric tons
TXG921115,Flying X Ranch,5005 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,31.916666,-98.616666,FALSE,5005,0,5005,Other,320.32,10.01,330,<b>Name: </b>Flying X Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons
TXG921118,Bruins Dairy Cattle,CATTLE (BEEF) - 2600,35.258333,-101.715833,FALSE,2600,0,2600,Other,166.4,2.6,169,<b>Name: </b>Bruins Dairy Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>169 metric tons
TXG921129,Owl Feedyard 3,CATTLE (BEEF) - 15000,34.82485,-102.35525,FALSE,15000,0,15000,Other,960,30,990,<b>Name: </b>Owl Feedyard 3</br><b>Type: </b>Other</br><b>Methane emissions: </b>990 metric tons
TXG921139,Summit Dairy,1485 TOTAL DAIRY CATTLE OF WHICH 1485 ARE MILKING DAIRY CATTLE,32.45217,-95.90439,FALSE,1485,1485,0,Dairy,204.93,109.89,315,<b>Name: </b>Summit Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>315 metric tons
TXG921141,T&K Dairy,5250 TOTAL DAIRY CATTLE OF WHICH 4600 ARE MILKING DAIRY CATTLE,32.683333,-100.816666,FALSE,5250,4600,650,Dairy,676.4,327.9,1004,"<b>Name: </b>T&K Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,004 metric tons"
TXG921142,Presidio Farms,7800 TOTAL DAIRY CATTLE OF WHICH 3900 ARE MILKING DAIRY CATTLE,34.3841,-102.6682,FALSE,7800,3900,3900,Dairy,787.8,253.5,1041,"<b>Name: </b>Presidio Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,041 metric tons"
TXG921143,RJ Dairy,1600 TOTAL DAIRY CATTLE OF WHICH 845 ARE MILKING DAIRY CATTLE,32.077986,-98.384178,FALSE,1600,845,755,Dairy,164.93,64.04,229,<b>Name: </b>RJ Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>229 metric tons
TXG921147,Wheeler Land & Livestock,CATTLE (BEEF) - 52500,35.4609,-100.3273,FALSE,52500,0,52500,Other,3360,105,3465,"<b>Name: </b>Wheeler Land & Livestock</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,465 metric tons"
TXG921149,Mark Sustaire Dairy,500 TOTAL DAIRY CATTLE OF WHICH 500 ARE MILKING DAIRY CATTLE,33.083468,-95.321884,FALSE,500,500,0,Dairy,69,37,106,<b>Name: </b>Mark Sustaire Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>106 metric tons
TXG921150,Quien Sabe Feeders,CATTLE (BEEF) - 90000,34.7625,-101.83333,FALSE,90000,0,90000,Other,5760,180,5940,"<b>Name: </b>Quien Sabe Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,940 metric tons"
TXG921157,Jordan Cattle Auction San Saba,CATTLE (BEEF) - 6000,31.205625,-98.77765,FALSE,6000,0,6000,Other,384,12,396,<b>Name: </b>Jordan Cattle Auction San Saba</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons
TXG921159,OT Feedyard & Research Center,CATTLE (BEEF) - 50000,34.6792,-102.3658,FALSE,50000,0,50000,Other,3200,100,3300,"<b>Name: </b>OT Feedyard & Research Center</br><b>Type: </b>Other</br><b>Methane emissions: </b>3,300 metric tons"
TXG921160,Coldwater East,17000 TOTAL DAIRY CATTLE OF WHICH 4500 ARE MILKING DAIRY CATTLE,36.146388,-102.095555,FALSE,17000,4500,12500,Dairy,1421,273.5,1694,"<b>Name: </b>Coldwater East</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,694 metric tons"
TXG921161,Coldwater West,8000 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,36.146388,-102.111666,FALSE,8000,4000,4000,Dairy,808,236,1044,"<b>Name: </b>Coldwater West</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,044 metric tons"
TXG921165,Aurora Organic Dairy,5150 TOTAL DAIRY CATTLE OF WHICH 2000 ARE MILKING DAIRY CATTLE,32.075555,-98.385833,FALSE,5150,2000,3150,Dairy,477.6,154.3,632,<b>Name: </b>Aurora Organic Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>632 metric tons
TXG921169,G2 Producers East,22500 TOTAL DAIRY CATTLE OF WHICH 18000 ARE MILKING DAIRY CATTLE,36.054166,-102.33638,FALSE,22500,18000,4500,Dairy,2772,994.5,3766,"<b>Name: </b>G2 Producers East</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>3,766 metric tons"
TXG921170,MC Cattle,CATTLE (BEEF) - 3500,36.24733,-101.19827,FALSE,3500,0,3500,Other,224,3.5,228,<b>Name: </b>MC Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>228 metric tons
TXG921173,Foust Dairy,999 TOTAL DAIRY CATTLE OF WHICH 699 ARE MILKING DAIRY CATTLE,32.333055,-97.4625,FALSE,999,699,300,Dairy,115.662,55.122,171,<b>Name: </b>Foust Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>171 metric tons
TXG921178,Springlake Dairy,4000 TOTAL DAIRY CATTLE OF WHICH 2000 ARE MILKING DAIRY CATTLE,34.098888,-102.32222,FALSE,4000,2000,2000,Dairy,404,130,534,<b>Name: </b>Springlake Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>534 metric tons
TXG921182,Dimmitt Feed Yard,CATTLE (BEEF) - 78000,34.534444,-102.40555,FALSE,78000,0,78000,Other,4992,156,5148,"<b>Name: </b>Dimmitt Feed Yard</br><b>Type: </b>Other</br><b>Methane emissions: </b>5,148 metric tons"
TXG921187,R&M Cattle,CATTLE (BEEF) - 15000,34.207777,-102.81852,FALSE,15000,0,15000,Other,960,30,990,<b>Name: </b>R&M Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>990 metric tons
TXG921188,Waggoner Cattle,35000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,34.320278,-102.303889,FALSE,35000,0,35000,Other,2240,70,2310,"<b>Name: </b>Waggoner Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,310 metric tons"
TXG921190,2 W Feedlot,CATTLE (BEEF) - 6000,33.956388,-102.3825,FALSE,6000,0,6000,Other,384,12,396,<b>Name: </b>2 W Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons
TXG921197,Spearman Cattle Feeders,CATTLE (BEEF) - 97000,36.246033,-101.1778,FALSE,97000,0,97000,Other,6208,97,6305,"<b>Name: </b>Spearman Cattle Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>6,305 metric tons"
TXG921202,Bailey County Feeders,CATTLE (BEEF) - 9000,34.708333,-102.425,FALSE,9000,0,9000,Other,576,18,594,<b>Name: </b>Bailey County Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>594 metric tons
TXG921203,Circle T,CATTLE (BEEF) - 7200,35.095752,-102.404053,FALSE,7200,0,7200,Other,460.8,14.4,475,<b>Name: </b>Circle T</br><b>Type: </b>Other</br><b>Methane emissions: </b>475 metric tons
TXG921203,Circle T Dairy,5000 TOTAL DAIRY CATTLE OF WHICH 2500 ARE MILKING DAIRY CATTLE,35.095752,-102.404053,FALSE,5000,2500,2500,Dairy,505,162.5,668,<b>Name: </b>Circle T Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>668 metric tons
TXG921208,Morning Star Dairy,142500 TOTAL DAIRY CATTLE OF WHICH 42500 ARE MILKING DAIRY CATTLE,36.032777,-102.66972,TRUE,142500,42500,100000,Dairy,12265,2437.5,14702,"<b>Name: </b>Morning Star Dairy *</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>14,702 metric tons</br></br>* Based on our reporting, Morning Star Dairy is likely operating at reduced capacity, which would make its emissions smaller than shown."
TXG921216,Rancho La Presa Nueva,CATTLE (BEEF) - 5500,29.078611,-98.922777,FALSE,5500,0,5500,Other,352,11,363,<b>Name: </b>Rancho La Presa Nueva</br><b>Type: </b>Other</br><b>Methane emissions: </b>363 metric tons
TXG921223,Stonegate Farms,6050 TOTAL DAIRY CATTLE OF WHICH 3200 ARE MILKING DAIRY CATTLE,34.256388,-102.89805,FALSE,6050,3200,2850,Dairy,624,207.3,831,<b>Name: </b>Stonegate Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>831 metric tons
TXG921231,Caprock Dairy 2,3900 TOTAL DAIRY CATTLE OF WHICH 3900 ARE MILKING DAIRY CATTLE,34.046111,-102.365555,FALSE,3900,3900,0,Dairy,538.2,288.6,827,<b>Name: </b>Caprock Dairy 2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>827 metric tons
TXG921232,Gene Scivally Cattle,CATTLE (BEEF) - 20000,34.817777,-102.23166,FALSE,20000,0,20000,Other,1280,40,1320,"<b>Name: </b>Gene Scivally Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>1,320 metric tons"
TXG921233,Van Der Jagt Jersey,1302 TOTAL DAIRY CATTLE OF WHICH 1302 ARE MILKING DAIRY CATTLE,33.030166,-95.502333,FALSE,1302,1302,0,Dairy,179.676,96.348,276,<b>Name: </b>Van Der Jagt Jersey</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>276 metric tons
TXG921248,Mellissa Feeders,CATTLE (BEEF) - 12000,33.291,-96.5041,FALSE,12000,0,12000,Other,768,24,792,<b>Name: </b>Mellissa Feeders</br><b>Type: </b>Other</br><b>Methane emissions: </b>792 metric tons
TXG921253,Beattie Cattle,10000 TOTAL DAIRY CATTLE OF WHICH 0 ARE MILKING DAIRY CATTLE,32.036388,-98.704444,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>Beattie Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG921254,Martinez Dairy,400 TOTAL DAIRY CATTLE OF WHICH 400 ARE MILKING DAIRY CATTLE,33.228055,-95.74,FALSE,400,400,0,Dairy,55.2,29.6,85,<b>Name: </b>Martinez Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>85 metric tons
TXG921255,Wildcat Dairy,10000 TOTAL DAIRY CATTLE OF WHICH 6500 ARE MILKING DAIRY CATTLE,31.78611,-98.44111,TRUE,10000,6500,3500,Dairy,1121,488,1609,"<b>Name: </b>Wildcat Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,609 metric tons"
TXG921257,Sand Hill Livestock,CATTLE (BEEF) - 5500,36.086333,-100.3623,FALSE,5500,0,5500,Other,352,11,363,<b>Name: </b>Sand Hill Livestock</br><b>Type: </b>Other</br><b>Methane emissions: </b>363 metric tons
TXG921258,Spandet Dairy 3,8150 TOTAL DAIRY CATTLE OF WHICH 6500 ARE MILKING DAIRY CATTLE,34.593333,-102.60861,FALSE,8150,6500,1650,Dairy,1002.6,412.8,1415,"<b>Name: </b>Spandet Dairy 3</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>1,415 metric tons"
TXG921265,McClain Feedyard,CATTLE (BEEF) - 3000,34.86879,-102.50972,FALSE,3000,0,3000,Other,192,6,198,<b>Name: </b>McClain Feedyard</br><b>Type: </b>Other</br><b>Methane emissions: </b>198 metric tons
TXG921269,Knolle Dairy 5,1500 TOTAL DAIRY CATTLE OF WHICH 1500 ARE MILKING DAIRY CATTLE,28.011666,-97.833333,FALSE,1500,1500,0,Dairy,207,117,324,<b>Name: </b>Knolle Dairy 5</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>324 metric tons
TXG921272,Springville Farms,999 TOTAL DAIRY CATTLE OF WHICH 999 ARE MILKING DAIRY CATTLE,32.906944,-95.791111,FALSE,999,999,0,Dairy,137.862,70.929,209,<b>Name: </b>Springville Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>209 metric tons
TXG921275,Guess Feedlot,CATTLE (BEEF) - 10000,34.526944,-102.49666,FALSE,10000,0,10000,Other,640,20,660,<b>Name: </b>Guess Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>660 metric tons
TXG921277,Duke Ranch Beef,CATTLE (BEEF) - 5000,36.3915,-100.5867,FALSE,5000,0,5000,Other,320,5,325,<b>Name: </b>Duke Ranch Beef</br><b>Type: </b>Other</br><b>Methane emissions: </b>325 metric tons
TXG921280,G-2 Harvest,4500 TOTAL DAIRY CATTLE OF WHICH 4000 ARE MILKING DAIRY CATTLE,35.80256,-102.14573,FALSE,4500,4000,500,Dairy,584,232.5,816,<b>Name: </b>G-2 Harvest</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>816 metric tons
TXG921283,Sexing Technologies,CATTLE (BEEF) - 8000,30.480776,-96.178048,FALSE,8000,0,8000,Other,512,16,528,<b>Name: </b>Sexing Technologies</br><b>Type: </b>Other</br><b>Methane emissions: </b>528 metric tons
